query,recommended_text,score
Acetate frames with floral patterns for teenagers,b' standardframetype Acetate FullRim CatEye Women_s Pattern Floral Med  CatEye Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral44124412639eyeglassesfrontviewjpg ft01ft02ft06 gt35gt49gt44gt33gt29gt01gt52gt15gt40 womensacetatecateyeeyeglassframes4412639',0.5238615274429321
Acetate frames with floral patterns for teenagers,b' standardframetype Mixed FullRim Square Girl_s Pattern Bouquet  Med Kids Square Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral78027802439eyeglassesfrontviewjpg ft01ft02 gt44gt41gt40gt10gt07gt31gt29gt37gt06gt04gt53gt36 girlssquareeyeglassframes7802439',0.5220047235488892
Industrial safety glasses with side shields,b' SafetyGlasses Stainless Steel FullRim Aviator Unisex Gold Gold Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7494749414eyeglassesfrontviewjpg ft04 gt35gt33gt34 z87safetyeyeglassframes749414',0.7326623201370239
Industrial safety glasses with side shields,b' SafetyGlasses Plastic FullRim Aviator Unisex Brown Brown Extra_Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7483748315eyeglassesfrontviewjpg  gt49gt35 otherplasticaviatoreyeglassframes748315',0.73211669921875
Industrial safety glasses with side shields,b' SafetyGlasses Stainless Steel FullRim Oval Unisex Brown Copper Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7493749315eyeglassesfrontviewjpg ft04 gt35gt33gt31gt34 stainlesssteelovaleyeglassframes749315',0.7274196147918701
Industrial safety glasses with side shields,b' SafetyGlasses Stainless Steel FullRim Oval Unisex Gray Gunmetal Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7493749320eyeglassesfrontviewjpg ft04 gt35gt33gt31gt34 stainlesssteelovaleyeglassframes749320',0.726350724697113
Industrial safety glasses with side shields,b' SafetyGlasses Stainless Steel FullRim Aviator Unisex Silver Silver Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7494749411eyeglassesfrontviewjpg ft04 gt35gt33gt34 z87safetyeyeglassframes749411',0.7261406183242798
Titanium glasses for pilots with polarized lenses,b' standardframetype Titanium HalfRim Aviator Men_s Gray  Large  Titanium Aviator Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral3791379112eyeglassesfrontviewjpg ft03ft04 gt34gt35gt44gt33 379112puretitaniumhalfrimframe',0.7158193588256836
Titanium glasses for pilots with polarized lenses,b' standardframetype Titanium FullRim Aviator Men_s Brown Brown Large  Aviator Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral13011301515eyeglassesfrontviewjpg ft04 gt44gt35 menstitaniumaviatoreyeglassframes1301515',0.7153347730636597
Titanium glasses for pilots with polarized lenses,b' standardframetype Titanium HalfRim Aviator Men_s Gray  Med  Titanium Aviator Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral3790379012eyeglassesfrontviewjpg ft03ft04 gt44gt35gt53gt33 379012puretitaniumhalfrimframe',0.7116172313690186
Titanium glasses for pilots with polarized lenses,b' standardframetype Titanium FullRim Aviator Men_s Gold Gold Med  Titanium Aviator Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral13001300914eyeglassesfrontviewjpg ft03ft04 gt53gt35gt44 menstitaniumaviatoreyeglassframes1300914',0.7098159193992615
